epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,2036.88,1.49788,1.50755,2.30186,0.70249,0.61831,0.6881,0.52428,1.19205,1.18011,2.16356,0.00903475,0.00903475,0.00903475
41,2087.72,1.51305,1.50083,2.31444,0.62601,0.65259,0.67704,0.52142,1.16016,1.14152,2.13234,0.00901,0.00901,0.00901
42,2138.39,1.48454,1.4829,2.29353,0.63907,0.68106,0.7068,0.53774,1.13339,1.17145,2.12133,0.00898525,0.00898525,0.00898525
43,2189.1,1.49409,1.46972,2.2902,0.67408,0.66795,0.70229,0.53599,1.15752,1.14886,2.14066,0.0089605,0.0089605,0.0089605
44,2239.94,1.50205,1.47837,2.30382,0.64315,0.64382,0.67689,0.52221,1.17303,1.20506,2.14908,0.00893575,0.00893575,0.00893575
45,2290.67,1.48387,1.45178,2.29408,0.69917,0.66138,0.69036,0.52619,1.12992,1.21612,2.14509,0.008911,0.008911,0.008911
46,2341.52,1.47314,1.43817,2.28536,0.70533,0.64969,0.71933,0.55242,1.12404,1.11132,2.12788,0.00888625,0.00888625,0.00888625
47,2392.26,1.47125,1.4469,2.28599,0.72233,0.68986,0.74655,0.56698,1.13367,1.10388,2.12934,0.0088615,0.0088615,0.0088615
48,2442.98,1.45821,1.42619,2.28553,0.73209,0.68063,0.73944,0.56401,1.13255,1.08009,2.12058,0.00883675,0.00883675,0.00883675
49,2493.79,1.47305,1.44303,2.29045,0.71852,0.67435,0.7503,0.5757,1.14117,1.07142,2.14072,0.008812,0.008812,0.008812
50,2544.53,1.47047,1.42775,2.27934,0.67431,0.69543,0.73501,0.56866,1.12216,1.09686,2.10354,0.00878725,0.00878725,0.00878725
51,2595.27,1.47609,1.39767,2.29177,0.7394,0.66286,0.73147,0.55987,1.13597,1.07469,2.12031,0.0087625,0.0087625,0.0087625
52,2646.09,1.4819,1.40897,2.28954,0.7235,0.69548,0.75685,0.58465,1.12768,1.06894,2.12052,0.00873775,0.00873775,0.00873775
53,2696.83,1.45999,1.40677,2.28158,0.68821,0.71069,0.74893,0.57488,1.12615,1.06852,2.11397,0.008713,0.008713,0.008713
54,2747.65,1.45925,1.38328,2.27934,0.71186,0.72671,0.76402,0.58951,1.10207,1.04126,2.12198,0.00868825,0.00868825,0.00868825
55,2798.4,1.43251,1.37644,2.25718,0.69222,0.71718,0.74469,0.58001,1.09793,1.02996,2.09411,0.0086635,0.0086635,0.0086635
56,2849.13,1.45649,1.3728,2.28005,0.69394,0.73107,0.78499,0.60532,1.08998,1.04072,2.10079,0.00863875,0.00863875,0.00863875
57,2899.98,1.43249,1.364,2.25686,0.69071,0.70192,0.74933,0.57715,1.10008,1.0538,2.11111,0.008614,0.008614,0.008614
58,2950.69,1.43712,1.38115,2.26239,0.72086,0.71088,0.78192,0.60493,1.09424,1.0271,2.1142,0.00858925,0.00858925,0.00858925
59,3001.41,1.4381,1.35794,2.27265,0.74496,0.69442,0.77397,0.59487,1.09446,1.05691,2.09887,0.0085645,0.0085645,0.0085645
60,3052.2,1.43367,1.33144,2.25907,0.74009,0.72441,0.78824,0.61333,1.09077,0.98946,2.10163,0.00853975,0.00853975,0.00853975
61,3102.95,1.43687,1.3571,2.27213,0.72535,0.70888,0.77919,0.60291,1.07887,1.00184,2.08296,0.008515,0.008515,0.008515
62,3153.64,1.44551,1.37741,2.27092,0.71767,0.71128,0.77428,0.60271,1.06924,1.00954,2.07954,0.00849025,0.00849025,0.00849025
63,3204.51,1.44228,1.36214,2.26626,0.72421,0.70656,0.78056,0.59949,1.09682,1.02452,2.09133,0.0084655,0.0084655,0.0084655
64,3255.22,1.42433,1.32542,2.25717,0.73633,0.71262,0.79898,0.62127,1.08184,0.99201,2.08632,0.00844075,0.00844075,0.00844075
65,3306.05,1.43476,1.32728,2.26552,0.75442,0.70816,0.78604,0.61251,1.07621,0.98037,2.08703,0.008416,0.008416,0.008416
66,3356.74,1.43285,1.3103,2.26166,0.72799,0.71664,0.77896,0.61516,1.06916,0.9884,2.09233,0.00839125,0.00839125,0.00839125
67,3407.44,1.41906,1.31951,2.25655,0.73972,0.74141,0.78178,0.61588,1.06558,0.97986,2.07918,0.0083665,0.0083665,0.0083665
68,3458.25,1.42259,1.30451,2.25691,0.75252,0.71834,0.79457,0.62165,1.07245,0.9823,2.08445,0.00834175,0.00834175,0.00834175
69,3508.97,1.423,1.31449,2.25748,0.73476,0.74534,0.80007,0.62534,1.06891,0.96602,2.0846,0.008317,0.008317,0.008317
70,3559.81,1.42333,1.30443,2.25361,0.72971,0.73426,0.79238,0.61946,1.06696,0.96968,2.07621,0.00829225,0.00829225,0.00829225
71,3610.52,1.40991,1.31497,2.24289,0.76224,0.69973,0.79557,0.62269,1.06785,0.9919,2.0758,0.0082675,0.0082675,0.0082675
72,3661.22,1.40224,1.27634,2.23967,0.73125,0.75672,0.80517,0.6345,1.06131,0.95314,2.08022,0.00824275,0.00824275,0.00824275
73,3712.03,1.40418,1.28825,2.24701,0.71726,0.73697,0.79915,0.63177,1.06373,0.95578,2.07532,0.008218,0.008218,0.008218
74,3762.7,1.41011,1.25001,2.24566,0.76782,0.75055,0.81249,0.64095,1.06852,0.95483,2.08641,0.00819325,0.00819325,0.00819325
75,3813.41,1.41734,1.2668,2.24575,0.74472,0.75746,0.81251,0.64153,1.07151,0.93273,2.08904,0.0081685,0.0081685,0.0081685
76,3864.21,1.4184,1.26531,2.25525,0.75996,0.7457,0.81245,0.64502,1.05909,0.94708,2.08024,0.00814375,0.00814375,0.00814375
77,3914.91,1.40489,1.25052,2.24698,0.77409,0.71718,0.80812,0.64123,1.05402,0.95973,2.06891,0.008119,0.008119,0.008119
78,3965.6,1.40719,1.2591,2.25008,0.78508,0.72465,0.81189,0.64608,1.05256,0.93985,2.07073,0.00809425,0.00809425,0.00809425
79,4016.45,1.40996,1.2737,2.25095,0.77288,0.72391,0.8089,0.63893,1.05292,0.94233,2.0686,0.0080695,0.0080695,0.0080695
80,4067.13,1.40588,1.2532,2.24371,0.75739,0.75138,0.81762,0.64211,1.05085,0.93515,2.06387,0.00804475,0.00804475,0.00804475
81,4117.93,1.39682,1.2293,2.23431,0.77053,0.72806,0.81166,0.64291,1.04975,0.94144,2.06717,0.00802,0.00802,0.00802
82,4168.63,1.39252,1.24393,2.22922,0.75336,0.75432,0.81549,0.64901,1.04931,0.93409,2.06657,0.00799525,0.00799525,0.00799525
83,4219.34,1.40366,1.22609,2.2373,0.76146,0.7435,0.80705,0.63799,1.04892,0.93714,2.07634,0.0079705,0.0079705,0.0079705
84,4270.39,1.39372,1.22937,2.24324,0.78315,0.72788,0.80574,0.63901,1.04866,0.92729,2.07452,0.00794575,0.00794575,0.00794575
85,4321.52,1.39821,1.25523,2.24597,0.78201,0.72696,0.81002,0.64648,1.04933,0.92186,2.07499,0.007921,0.007921,0.007921
86,4372.6,1.39889,1.24458,2.25223,0.78927,0.73878,0.81561,0.64968,1.04608,0.92869,2.07765,0.00789625,0.00789625,0.00789625
87,4423.8,1.38583,1.20039,2.23422,0.76459,0.77688,0.82627,0.65297,1.04436,0.91951,2.07229,0.0078715,0.0078715,0.0078715
88,4474.89,1.38619,1.21387,2.23405,0.80993,0.72652,0.82389,0.65096,1.04508,0.91693,2.06474,0.00784675,0.00784675,0.00784675
89,4526.11,1.39937,1.20541,2.24017,0.78206,0.74922,0.81941,0.64711,1.04563,0.91651,2.06181,0.007822,0.007822,0.007822
90,4577.12,1.38904,1.22551,2.23583,0.77955,0.74617,0.82634,0.65862,1.04171,0.90983,2.06343,0.00779725,0.00779725,0.00779725
91,4628.12,1.37899,1.19964,2.23619,0.7617,0.7946,0.83663,0.66337,1.04436,0.90473,2.06666,0.0077725,0.0077725,0.0077725
92,4679.2,1.37509,1.17743,2.22573,0.76842,0.78609,0.83987,0.66996,1.04453,0.89679,2.07091,0.00774775,0.00774775,0.00774775
93,4730.17,1.37748,1.21408,2.22387,0.76377,0.78955,0.8419,0.66653,1.04387,0.89567,2.07252,0.007723,0.007723,0.007723
94,4781.13,1.3804,1.19302,2.22633,0.80476,0.73653,0.84008,0.66814,1.0434,0.89156,2.06847,0.00769825,0.00769825,0.00769825
95,4832.22,1.38404,1.19731,2.22945,0.79508,0.73232,0.83476,0.66279,1.0409,0.8952,2.06671,0.0076735,0.0076735,0.0076735
96,4883.18,1.38175,1.2055,2.2286,0.81088,0.74789,0.83932,0.66681,1.04403,0.88811,2.07111,0.00764875,0.00764875,0.00764875
97,4934.17,1.37303,1.17781,2.22388,0.79578,0.75195,0.83481,0.66435,1.04202,0.88583,2.06954,0.007624,0.007624,0.007624
98,4985.03,1.36531,1.17488,2.22486,0.78194,0.76696,0.83458,0.66458,1.03837,0.8854,2.06374,0.00759925,0.00759925,0.00759925
99,5035.6,1.36758,1.15058,2.22204,0.76473,0.76963,0.83659,0.66412,1.04006,0.89014,2.06581,0.0075745,0.0075745,0.0075745
100,5086.15,1.37622,1.17535,2.22843,0.78658,0.74816,0.82929,0.659,1.0394,0.88718,2.06459,0.00754975,0.00754975,0.00754975
101,5136.81,1.36594,1.17464,2.21216,0.80337,0.72472,0.83088,0.66146,1.03679,0.88153,2.06152,0.007525,0.007525,0.007525
102,5187.34,1.36618,1.14997,2.22746,0.8029,0.73432,0.83083,0.6596,1.03934,0.88306,2.06356,0.00750025,0.00750025,0.00750025
103,5237.89,1.35906,1.12196,2.22488,0.82815,0.72691,0.83378,0.66213,1.03634,0.88467,2.0614,0.0074755,0.0074755,0.0074755
104,5288.52,1.36028,1.13374,2.2175,0.82606,0.73459,0.83216,0.66143,1.0351,0.88302,2.0592,0.00745075,0.00745075,0.00745075
105,5339.09,1.33994,1.1237,2.20456,0.80878,0.75315,0.83749,0.66675,1.03244,0.87838,2.05775,0.007426,0.007426,0.007426
106,5389.64,1.35212,1.12409,2.20938,0.80667,0.75758,0.83661,0.66873,1.03087,0.87722,2.05733,0.00740125,0.00740125,0.00740125
107,5440.35,1.3506,1.11535,2.21136,0.80106,0.75577,0.83637,0.66749,1.02972,0.87877,2.05592,0.0073765,0.0073765,0.0073765
108,5490.91,1.3537,1.1316,2.21581,0.79798,0.75776,0.83482,0.66699,1.03113,0.877,2.05752,0.00735175,0.00735175,0.00735175
109,5541.46,1.34611,1.11658,2.21471,0.80221,0.75664,0.83747,0.66969,1.02875,0.88329,2.05746,0.007327,0.007327,0.007327
110,5592.16,1.34246,1.11401,2.2138,0.80165,0.75514,0.8351,0.66784,1.0276,0.88559,2.05758,0.00730225,0.00730225,0.00730225
111,5642.73,1.34277,1.10604,2.20251,0.78933,0.75495,0.83443,0.66698,1.02807,0.88808,2.05916,0.0072775,0.0072775,0.0072775
112,5693.28,1.34881,1.12352,2.21267,0.82384,0.72703,0.83688,0.66878,1.02734,0.88515,2.05894,0.00725275,0.00725275,0.00725275
113,5743.96,1.35265,1.11838,2.22057,0.78226,0.76341,0.83585,0.66883,1.0263,0.88536,2.05778,0.007228,0.007228,0.007228
114,5794.49,1.34625,1.10012,2.20652,0.82028,0.74385,0.83698,0.66994,1.02685,0.88099,2.05833,0.00720325,0.00720325,0.00720325
115,5845.08,1.33908,1.11291,2.21171,0.79109,0.75346,0.8347,0.66857,1.02719,0.8831,2.05848,0.0071785,0.0071785,0.0071785
116,5895.74,1.33911,1.09888,2.20338,0.80666,0.74302,0.83299,0.66675,1.02698,0.88102,2.05769,0.00715375,0.00715375,0.00715375
117,5946.31,1.34036,1.10461,2.20096,0.80029,0.73625,0.83459,0.66644,1.02648,0.88102,2.05697,0.007129,0.007129,0.007129
118,5997,1.33668,1.09059,2.21192,0.77693,0.75908,0.83473,0.66686,1.02712,0.87852,2.05711,0.00710425,0.00710425,0.00710425
119,6047.58,1.33222,1.10079,2.20295,0.77435,0.75637,0.83421,0.66655,1.02741,0.87972,2.05892,0.0070795,0.0070795,0.0070795
120,6098.13,1.34822,1.09004,2.20984,0.77611,0.76189,0.83665,0.669,1.02634,0.88401,2.05814,0.00705475,0.00705475,0.00705475
121,6148.81,1.33865,1.07516,2.20301,0.76196,0.76242,0.83805,0.66961,1.02612,0.88011,2.05763,0.00703,0.00703,0.00703
122,6199.69,1.33414,1.05796,2.19951,0.80882,0.72603,0.83883,0.67036,1.02693,0.87489,2.05769,0.00700525,0.00700525,0.00700525
123,6250.79,1.31693,1.08204,2.19361,0.74695,0.78498,0.84019,0.67115,1.02608,0.87621,2.05682,0.0069805,0.0069805,0.0069805
124,6301.75,1.32444,1.06582,2.195,0.81118,0.73075,0.84298,0.67415,1.02671,0.87303,2.05667,0.00695575,0.00695575,0.00695575
125,6352.75,1.33129,1.07395,2.20117,0.80682,0.71679,0.84014,0.67341,1.02667,0.87529,2.0565,0.006931,0.006931,0.006931
126,6403.79,1.33313,1.06786,2.20266,0.81124,0.72962,0.8426,0.67366,1.02568,0.87669,2.05645,0.00690625,0.00690625,0.00690625
127,6454.76,1.33055,1.06786,2.19956,0.82836,0.72693,0.84272,0.67394,1.02516,0.87801,2.05695,0.0068815,0.0068815,0.0068815
128,6505.72,1.33125,1.06401,2.20383,0.80733,0.7272,0.83873,0.67099,1.02566,0.87994,2.05702,0.00685675,0.00685675,0.00685675
129,6556.82,1.32412,1.03798,2.19416,0.81998,0.72912,0.83749,0.67193,1.02592,0.87815,2.05775,0.006832,0.006832,0.006832
130,6607.79,1.31422,1.0581,2.19742,0.80955,0.73818,0.8433,0.67503,1.02569,0.88039,2.05762,0.00680725,0.00680725,0.00680725
131,6658.77,1.3183,1.0478,2.1885,0.81112,0.73664,0.84189,0.67383,1.02606,0.88086,2.05876,0.0067825,0.0067825,0.0067825
132,6709.85,1.30496,1.04724,2.18915,0.83672,0.71788,0.83792,0.66913,1.02575,0.88621,2.05919,0.00675775,0.00675775,0.00675775
133,6760.84,1.31986,1.04679,2.19137,0.79957,0.72642,0.83356,0.66559,1.02372,0.8869,2.05825,0.006733,0.006733,0.006733
134,6811.91,1.32186,1.03096,2.19364,0.83712,0.70841,0.83557,0.66737,1.02272,0.8907,2.05799,0.00670825,0.00670825,0.00670825
135,6862.88,1.31593,1.02538,2.19439,0.80408,0.73244,0.83591,0.66943,1.02191,0.89362,2.05824,0.0066835,0.0066835,0.0066835
136,6913.88,1.29993,1.01784,2.18412,0.82568,0.72156,0.83747,0.67006,1.02203,0.89101,2.05847,0.00665875,0.00665875,0.00665875
137,6964.97,1.30587,1.01545,2.18921,0.82715,0.72571,0.841,0.67348,1.02188,0.8921,2.05856,0.006634,0.006634,0.006634
138,7015.93,1.31823,1.01948,2.18804,0.83222,0.72661,0.84031,0.67265,1.02214,0.88663,2.05975,0.00660925,0.00660925,0.00660925
139,7066.92,1.30104,1.02279,2.18413,0.8343,0.72219,0.83805,0.67077,1.02129,0.89151,2.05958,0.0065845,0.0065845,0.0065845
140,7117.98,1.3144,1.03131,2.1898,0.83514,0.72714,0.83902,0.67185,1.02113,0.88702,2.05984,0.00655975,0.00655975,0.00655975
141,7168.97,1.29212,1.01449,2.1821,0.82444,0.72647,0.83479,0.6677,1.02027,0.89163,2.05966,0.006535,0.006535,0.006535
142,7219.92,1.29732,1.02364,2.18527,0.83181,0.71979,0.8362,0.66946,1.01948,0.89069,2.05984,0.00651025,0.00651025,0.00651025
143,7271.04,1.30321,0.99059,2.1884,0.82257,0.72608,0.83506,0.66889,1.01908,0.89034,2.05967,0.0064855,0.0064855,0.0064855
144,7322,1.30113,1.01286,2.18253,0.82616,0.72719,0.83783,0.67126,1.01909,0.88805,2.05965,0.00646075,0.00646075,0.00646075
145,7372.98,1.29813,1.02498,2.18862,0.82749,0.72954,0.83741,0.67098,1.01895,0.88847,2.0596,0.006436,0.006436,0.006436
146,7424.03,1.30029,1.0162,2.18581,0.81447,0.72334,0.83504,0.66896,1.01932,0.89222,2.05997,0.00641125,0.00641125,0.00641125
147,7474.99,1.29579,0.99376,2.18431,0.80962,0.73109,0.83585,0.66976,1.01959,0.89079,2.05982,0.0063865,0.0063865,0.0063865
148,7525.95,1.30923,0.99273,2.19132,0.81153,0.72725,0.83484,0.66886,1.0197,0.89273,2.06001,0.00636175,0.00636175,0.00636175
149,7577.03,1.30605,0.98762,2.17664,0.80431,0.74415,0.83759,0.67075,1.02041,0.8901,2.06085,0.006337,0.006337,0.006337
150,7627.95,1.2864,0.99692,2.177,0.82443,0.73525,0.84039,0.67293,1.021,0.88666,2.06131,0.00631225,0.00631225,0.00631225
151,7678.94,1.298,0.99412,2.1856,0.81545,0.74027,0.83884,0.67145,1.02141,0.88843,2.0619,0.0062875,0.0062875,0.0062875
152,7730.03,1.28724,0.99975,2.18307,0.8169,0.73825,0.83852,0.67075,1.02154,0.88487,2.06203,0.00626275,0.00626275,0.00626275
153,7780.99,1.31019,0.98836,2.19094,0.81652,0.74034,0.83968,0.67184,1.02145,0.88586,2.06217,0.006238,0.006238,0.006238
154,7832.11,1.29712,0.99249,2.1815,0.81049,0.74182,0.83981,0.67183,1.02167,0.8837,2.06232,0.00621325,0.00621325,0.00621325
155,7883.11,1.29764,0.97723,2.18183,0.76523,0.77086,0.83983,0.67161,1.02113,0.88299,2.06265,0.0061885,0.0061885,0.0061885
156,7934.06,1.29833,0.98408,2.18694,0.79968,0.75297,0.84414,0.67527,1.02123,0.87905,2.06257,0.00616375,0.00616375,0.00616375
157,7985.16,1.29309,0.96682,2.1777,0.81678,0.73785,0.84334,0.67391,1.02163,0.87751,2.0628,0.006139,0.006139,0.006139
158,8036.1,1.28702,0.97078,2.17636,0.81551,0.74632,0.84315,0.67293,1.02082,0.87792,2.06316,0.00611425,0.00611425,0.00611425
159,8087.18,1.28572,0.95579,2.16727,0.80774,0.74899,0.84203,0.67281,1.02032,0.88075,2.06271,0.0060895,0.0060895,0.0060895
160,8138.13,1.27344,0.96873,2.1707,0.8207,0.74136,0.84364,0.67429,1.02097,0.87826,2.06352,0.00606475,0.00606475,0.00606475
161,8189.12,1.28057,0.96703,2.17972,0.82392,0.74551,0.84452,0.67502,1.02107,0.8785,2.06386,0.00604,0.00604,0.00604
162,8240.18,1.2806,0.95487,2.16833,0.82205,0.74913,0.84539,0.67533,1.0211,0.877,2.06407,0.00601525,0.00601525,0.00601525
163,8291.18,1.26227,0.95661,2.1653,0.80181,0.75467,0.84554,0.67571,1.02087,0.87743,2.06364,0.0059905,0.0059905,0.0059905
164,8342.12,1.28469,0.95214,2.17655,0.8406,0.72959,0.84703,0.67693,1.02057,0.8765,2.0638,0.00596575,0.00596575,0.00596575
165,8393.23,1.29114,0.95385,2.17608,0.83586,0.7327,0.84697,0.67691,1.02105,0.87519,2.06466,0.005941,0.005941,0.005941
166,8444.19,1.27072,0.94867,2.16623,0.84749,0.73223,0.84761,0.67816,1.02052,0.87482,2.06356,0.00591625,0.00591625,0.00591625
167,8495.18,1.26861,0.93552,2.16153,0.84245,0.72942,0.84698,0.67705,1.02073,0.87536,2.06374,0.0058915,0.0058915,0.0058915
168,8546.28,1.27734,0.92771,2.16991,0.83137,0.73221,0.8442,0.67529,1.02053,0.87539,2.06367,0.00586675,0.00586675,0.00586675
169,8597.23,1.26385,0.92597,2.16485,0.83133,0.73754,0.84646,0.67766,1.02039,0.87527,2.06367,0.005842,0.005842,0.005842
170,8648.19,1.27195,0.93135,2.16668,0.79977,0.76361,0.84653,0.67877,1.02066,0.87458,2.06382,0.00581725,0.00581725,0.00581725
171,8699.31,1.25563,0.93072,2.15336,0.8272,0.74512,0.84962,0.68042,1.02102,0.87305,2.065,0.0057925,0.0057925,0.0057925
172,8750.3,1.26983,0.94182,2.16659,0.81914,0.74785,0.84908,0.67859,1.02117,0.87132,2.06437,0.00576775,0.00576775,0.00576775
173,8801.26,1.26662,0.90982,2.16191,0.85033,0.72649,0.85011,0.68002,1.02125,0.86927,2.06485,0.005743,0.005743,0.005743
174,8852.33,1.2705,0.92537,2.17318,0.83883,0.73695,0.85143,0.68204,1.02147,0.86918,2.0646,0.00571825,0.00571825,0.00571825
175,8903.32,1.27138,0.92733,2.1641,0.85314,0.72845,0.85172,0.68133,1.0215,0.86811,2.06422,0.0056935,0.0056935,0.0056935
176,8954.25,1.27528,0.93407,2.17349,0.85734,0.7275,0.85248,0.68186,1.02081,0.86726,2.06229,0.00566875,0.00566875,0.00566875
177,9005.34,1.25906,0.91099,2.15574,0.83084,0.74623,0.8517,0.68102,1.02004,0.86745,2.06239,0.005644,0.005644,0.005644
178,9056.31,1.25122,0.92283,2.16822,0.83136,0.74733,0.85404,0.68337,1.02061,0.86464,2.06298,0.00561925,0.00561925,0.00561925
179,9107.27,1.25861,0.9253,2.15812,0.83041,0.74815,0.85348,0.68302,1.02041,0.86584,2.06276,0.0055945,0.0055945,0.0055945
180,9158.32,1.25245,0.93102,2.15691,0.826,0.75354,0.85377,0.68326,1.0199,0.86496,2.0626,0.00556975,0.00556975,0.00556975
181,9209.26,1.26053,0.8904,2.15951,0.83325,0.74701,0.85416,0.68391,1.0199,0.86198,2.06286,0.005545,0.005545,0.005545
182,9260.22,1.25356,0.91143,2.1503,0.83359,0.74787,0.85369,0.68399,1.02042,0.85926,2.06262,0.00552025,0.00552025,0.00552025
183,9311.29,1.25953,0.92893,2.16081,0.84366,0.74432,0.85387,0.68427,1.01999,0.8589,2.06281,0.0054955,0.0054955,0.0054955
184,9362.24,1.24818,0.90556,2.15322,0.8414,0.74595,0.85363,0.68415,1.01981,0.85702,2.06281,0.00547075,0.00547075,0.00547075
185,9413.16,1.2593,0.90757,2.15768,0.83258,0.75568,0.85342,0.68412,1.01957,0.85757,2.06243,0.005446,0.005446,0.005446
