epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,1003.83,1.62858,1.77808,2.3893,0.56121,0.52424,0.50989,0.3755,1.39986,1.42798,2.33018,0.008218,0.008218,0.008218
20,1056.97,1.6125,1.76302,2.38007,0.41293,0.64217,0.52417,0.39384,1.31067,1.39784,2.27288,0.008119,0.008119,0.008119
21,1123.66,1.61256,1.74396,2.38379,0.61807,0.496,0.51114,0.39015,1.22977,1.37671,2.21846,0.00802,0.00802,0.00802
22,1229.18,1.59162,1.71188,2.35756,0.60608,0.55555,0.56268,0.41955,1.23351,1.34393,2.22519,0.007921,0.007921,0.007921
23,1336.42,1.59351,1.70301,2.36239,0.57767,0.55583,0.51748,0.37687,1.48131,1.50899,2.43167,0.007822,0.007822,0.007822
24,1442.66,1.58844,1.706,2.35629,0.60584,0.62407,0.57768,0.44102,1.23064,1.29027,2.22055,0.007723,0.007723,0.007723
25,1551.02,1.55872,1.6734,2.33412,0.6269,0.61012,0.59152,0.45036,1.2166,1.27779,2.19267,0.007624,0.007624,0.007624
26,1659.73,1.56169,1.67438,2.34106,0.51079,0.57412,0.5589,0.42217,1.24705,1.3307,2.21074,0.007525,0.007525,0.007525
27,1767.11,1.56128,1.64743,2.34323,0.61836,0.50318,0.52771,0.39725,1.25509,1.36946,2.21232,0.007426,0.007426,0.007426
28,1874.94,1.53571,1.61488,2.32743,0.60861,0.58392,0.58996,0.46132,1.1753,1.25663,2.15588,0.007327,0.007327,0.007327
29,1984.59,1.54015,1.63026,2.32804,0.51206,0.6684,0.60252,0.4651,1.20249,1.26078,2.17512,0.007228,0.007228,0.007228
30,2093.54,1.53402,1.61453,2.32803,0.56141,0.6269,0.57238,0.43088,1.18699,1.26291,2.16162,0.007129,0.007129,0.007129
31,2205.39,1.5321,1.59916,2.32641,0.52772,0.68354,0.60163,0.46516,1.22896,1.25951,2.18363,0.00703,0.00703,0.00703
32,2314.82,1.51713,1.59584,2.31175,0.65799,0.57375,0.64214,0.49385,1.15869,1.20817,2.14757,0.006931,0.006931,0.006931
33,2421.6,1.51435,1.56509,2.32178,0.51354,0.6764,0.62237,0.49271,1.12922,1.17001,2.12457,0.006832,0.006832,0.006832
34,2526.62,1.50164,1.56216,2.31269,0.58423,0.64472,0.64737,0.49686,1.18034,1.17108,2.14809,0.006733,0.006733,0.006733
35,2631.82,1.50014,1.51995,2.29947,0.61524,0.64677,0.62047,0.48968,1.12972,1.18683,2.12706,0.006634,0.006634,0.006634
36,2736.63,1.48971,1.51831,2.29712,0.59993,0.60857,0.64145,0.49408,1.17469,1.19683,2.14547,0.006535,0.006535,0.006535
37,2840.49,1.49569,1.5303,2.2976,0.58463,0.65027,0.65524,0.50184,1.13755,1.15597,2.12078,0.006436,0.006436,0.006436
38,2945.59,1.47224,1.50505,2.28716,0.6256,0.62611,0.66236,0.50694,1.13662,1.16923,2.12455,0.006337,0.006337,0.006337
39,3050.69,1.4635,1.50961,2.29073,0.60648,0.64441,0.66808,0.51811,1.12722,1.16204,2.1185,0.006238,0.006238,0.006238
40,3155.43,1.46712,1.48984,2.28821,0.59947,0.66344,0.65718,0.51147,1.118,1.16585,2.10702,0.006139,0.006139,0.006139
41,3260.86,1.47073,1.48691,2.28996,0.62376,0.68979,0.69773,0.54144,1.12362,1.10781,2.11614,0.00604,0.00604,0.00604
42,3366.73,1.4621,1.48947,2.28669,0.69016,0.59348,0.67733,0.53019,1.09965,1.14182,2.1021,0.005941,0.005941,0.005941
43,3472.04,1.46221,1.46324,2.28714,0.61193,0.69053,0.6886,0.52815,1.12527,1.15596,2.11699,0.005842,0.005842,0.005842
44,3577.22,1.45183,1.45351,2.27856,0.66653,0.68352,0.71323,0.55269,1.11767,1.10313,2.09685,0.005743,0.005743,0.005743
45,3682.77,1.46253,1.45113,2.28561,0.65221,0.71139,0.72636,0.56798,1.12242,1.09861,2.10285,0.005644,0.005644,0.005644
46,3787.91,1.46095,1.42642,2.2873,0.65794,0.6858,0.71462,0.56192,1.10504,1.0951,2.09887,0.005545,0.005545,0.005545
47,3892.72,1.43731,1.41183,2.27203,0.67424,0.66118,0.72123,0.56036,1.10512,1.10668,2.09166,0.005446,0.005446,0.005446
48,3998.2,1.42529,1.39343,2.27023,0.68307,0.69989,0.72936,0.55939,1.12832,1.07468,2.10998,0.005347,0.005347,0.005347
49,4102.95,1.43304,1.42322,2.26704,0.64325,0.73097,0.74143,0.57252,1.08531,1.0446,2.08803,0.005248,0.005248,0.005248
50,4207.9,1.42139,1.37856,2.26004,0.71315,0.6816,0.74468,0.57675,1.08556,1.0493,2.07718,0.005149,0.005149,0.005149
51,4313.65,1.4163,1.39326,2.25838,0.67273,0.73918,0.74989,0.58268,1.09244,1.03605,2.08912,0.00505,0.00505,0.00505
52,4419.45,1.40793,1.35841,2.25906,0.71439,0.68925,0.74839,0.58535,1.10329,1.02792,2.11569,0.004951,0.004951,0.004951
53,4524.95,1.43366,1.36976,2.27107,0.69429,0.71902,0.76523,0.58804,1.09549,1.03995,2.08926,0.004852,0.004852,0.004852
54,4629.11,1.41532,1.34433,2.25594,0.74985,0.65234,0.7592,0.5926,1.0809,1.01377,2.08814,0.004753,0.004753,0.004753
55,4734.64,1.41044,1.37079,2.25521,0.78127,0.67274,0.77714,0.60438,1.07746,1.02769,2.07745,0.004654,0.004654,0.004654
56,4838.46,1.41711,1.35213,2.26567,0.71708,0.69979,0.76444,0.59787,1.08598,1.02536,2.08007,0.004555,0.004555,0.004555
57,4943.37,1.40261,1.33835,2.24784,0.67239,0.77378,0.77323,0.6102,1.07472,1.00485,2.08451,0.004456,0.004456,0.004456
58,5048.78,1.38458,1.34061,2.24312,0.71792,0.7423,0.78359,0.61762,1.07972,0.99156,2.0771,0.004357,0.004357,0.004357
59,5154.25,1.39375,1.33422,2.25526,0.72448,0.70263,0.77005,0.60994,1.06763,1.00002,2.06685,0.004258,0.004258,0.004258
60,5260.02,1.37357,1.31222,2.23462,0.72254,0.74838,0.78926,0.62282,1.05874,0.98285,2.05508,0.004159,0.004159,0.004159
61,5365.39,1.38214,1.27818,2.24242,0.76639,0.72781,0.7987,0.6249,1.06733,0.97052,2.06654,0.00406,0.00406,0.00406
62,5470.82,1.37989,1.27269,2.23625,0.75124,0.72628,0.79769,0.61817,1.07869,0.97941,2.06922,0.003961,0.003961,0.003961
63,5576.17,1.36718,1.25337,2.23219,0.73045,0.75653,0.79756,0.62185,1.0681,0.97015,2.06372,0.003862,0.003862,0.003862
64,5680.59,1.35364,1.25387,2.22167,0.73305,0.75908,0.80209,0.63033,1.06383,0.95622,2.06073,0.003763,0.003763,0.003763
65,5785.95,1.37823,1.24495,2.24112,0.74115,0.75376,0.80882,0.64012,1.05761,0.95058,2.04994,0.003664,0.003664,0.003664
66,5891.32,1.34792,1.23873,2.22015,0.73473,0.75032,0.79967,0.63389,1.06139,0.9543,2.06159,0.003565,0.003565,0.003565
67,5997.2,1.33911,1.2457,2.22365,0.68918,0.7854,0.79986,0.63528,1.05839,0.96002,2.05969,0.003466,0.003466,0.003466
68,6102.02,1.35538,1.23148,2.23585,0.71671,0.73585,0.78797,0.62608,1.05495,0.95485,2.0553,0.003367,0.003367,0.003367
69,6207.39,1.34548,1.2221,2.21156,0.7738,0.70354,0.79137,0.62707,1.05247,0.96008,2.05262,0.003268,0.003268,0.003268
70,6312.85,1.33691,1.18801,2.21737,0.78254,0.70555,0.79972,0.63316,1.05792,0.95371,2.05793,0.003169,0.003169,0.003169
71,6418.26,1.33114,1.22327,2.20837,0.72715,0.76925,0.80192,0.6349,1.0514,0.93979,2.05586,0.00307,0.00307,0.00307
72,6522.09,1.33199,1.18638,2.21313,0.76044,0.731,0.80688,0.63893,1.04557,0.95096,2.05031,0.002971,0.002971,0.002971
73,6627.46,1.32683,1.19602,2.21381,0.75704,0.75602,0.81136,0.64111,1.05349,0.93805,2.05448,0.002872,0.002872,0.002872
74,6732.69,1.31187,1.17893,2.19773,0.72159,0.77674,0.80296,0.63378,1.06098,0.94452,2.06363,0.002773,0.002773,0.002773
75,6838.17,1.30558,1.15933,2.20112,0.79534,0.74669,0.81379,0.63951,1.06499,0.93261,2.06437,0.002674,0.002674,0.002674
76,6943.52,1.30342,1.17265,2.19456,0.78274,0.72626,0.8159,0.64192,1.05563,0.92899,2.05428,0.002575,0.002575,0.002575
77,7048.89,1.31027,1.16327,2.1994,0.74034,0.77965,0.81939,0.6457,1.05358,0.93098,2.05229,0.002476,0.002476,0.002476
78,7154.89,1.30825,1.14205,2.20632,0.75875,0.78009,0.82401,0.64777,1.05272,0.92836,2.05311,0.002377,0.002377,0.002377
79,7260.65,1.30589,1.12608,2.20595,0.76004,0.76518,0.82451,0.64763,1.04703,0.91811,2.05041,0.002278,0.002278,0.002278
80,7366.41,1.28332,1.1054,2.18114,0.75756,0.74508,0.82385,0.65348,1.04585,0.91632,2.04732,0.002179,0.002179,0.002179
81,7472.24,1.28145,1.11566,2.18789,0.74633,0.76034,0.81985,0.64987,1.05097,0.91494,2.056,0.00208,0.00208,0.00208
82,7578,1.28844,1.1001,2.19044,0.75839,0.76383,0.82595,0.65782,1.05466,0.91469,2.0611,0.001981,0.001981,0.001981
83,7683.76,1.27641,1.0923,2.18247,0.74506,0.7693,0.8214,0.65381,1.05525,0.92148,2.06031,0.001882,0.001882,0.001882
84,7789.19,1.25653,1.08398,2.17354,0.75886,0.74677,0.81491,0.64579,1.05825,0.92942,2.0615,0.001783,0.001783,0.001783
85,7893.06,1.27103,1.08471,2.18414,0.77424,0.73097,0.82008,0.65318,1.05713,0.92049,2.06254,0.001684,0.001684,0.001684
86,7998.43,1.28147,1.0761,2.19176,0.7546,0.76841,0.82838,0.65738,1.05491,0.9199,2.06115,0.001585,0.001585,0.001585
87,8103.11,1.25923,1.06443,2.18482,0.77802,0.74631,0.82956,0.65687,1.05087,0.92248,2.05882,0.001486,0.001486,0.001486
88,8208.02,1.25532,1.05454,2.17543,0.80054,0.73778,0.83224,0.65901,1.05103,0.92017,2.05613,0.001387,0.001387,0.001387
89,8313.48,1.24533,1.03323,2.16499,0.78557,0.76829,0.83437,0.6592,1.04785,0.90874,2.05334,0.001288,0.001288,0.001288
90,8418.81,1.25996,1.03795,2.17813,0.77414,0.75453,0.83712,0.66276,1.04663,0.91154,2.05317,0.001189,0.001189,0.001189
91,8523.62,0.95083,0.74818,2.01713,0.79567,0.75327,0.83269,0.66054,1.04917,0.9073,2.05315,0.00109,0.00109,0.00109
92,8628.81,0.93588,0.71004,2.01377,0.7858,0.75839,0.83652,0.66708,1.04506,0.9012,2.05167,0.000991,0.000991,0.000991
93,8734.27,0.92148,0.68451,1.99915,0.75484,0.79666,0.83713,0.66922,1.03755,0.8977,2.04595,0.000892,0.000892,0.000892
94,8839.42,0.91776,0.66845,1.99558,0.7866,0.76595,0.83813,0.67218,1.03385,0.8959,2.04364,0.000793,0.000793,0.000793
95,8944.54,0.90894,0.65832,1.98761,0.7908,0.76456,0.836,0.67253,1.0305,0.89203,2.0439,0.000694,0.000694,0.000694
96,9049.29,0.89608,0.63609,1.97955,0.78371,0.76204,0.8365,0.67374,1.03053,0.887,2.04697,0.000595,0.000595,0.000595
97,9154.1,0.89064,0.63313,1.97031,0.76759,0.78599,0.83786,0.67271,1.02852,0.88984,2.0467,0.000496,0.000496,0.000496
98,9363.76,0.8841,0.60943,1.96985,0.76943,0.77966,0.83517,0.67122,1.02818,0.8912,2.04662,0.000397,0.000397,0.000397
99,9575.47,0.88194,0.59625,1.96258,0.77584,0.77174,0.83822,0.6749,1.0286,0.89411,2.04758,0.000298,0.000298,0.000298
100,9794.24,0.86886,0.58289,1.94646,0.765,0.79228,0.83997,0.67518,1.02707,0.89407,2.04637,0.000199,0.000199,0.000199
