epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,4052.77,1.50324,1.56557,2.30453,0.58103,0.65107,0.64119,0.48843,1.16163,1.17109,2.15963,0.0081685,0.0081685,0.0081685
39,4158.46,1.5028,1.56132,2.31356,0.55716,0.64587,0.63109,0.48721,1.14976,1.2055,2.14534,0.008119,0.008119,0.008119
40,4263.91,1.49657,1.55299,2.30584,0.62262,0.6539,0.63112,0.48957,1.14028,1.19893,2.13994,0.0080695,0.0080695,0.0080695
41,4369.34,1.50501,1.53886,2.30853,0.66299,0.66269,0.66952,0.51079,1.14688,1.16592,2.12917,0.00802,0.00802,0.00802
42,4474.69,1.50301,1.54249,2.30594,0.58639,0.69879,0.66084,0.50846,1.15442,1.1707,2.15639,0.0079705,0.0079705,0.0079705
43,4579.1,1.50292,1.52418,2.30816,0.58972,0.65504,0.64938,0.50491,1.13198,1.15928,2.11491,0.007921,0.007921,0.007921
44,4684.46,1.48767,1.51219,2.29703,0.65936,0.60895,0.67877,0.53198,1.12113,1.15943,2.11837,0.0078715,0.0078715,0.0078715
45,4789.84,1.48484,1.52001,2.30036,0.69884,0.62401,0.69031,0.53048,1.12003,1.15001,2.12168,0.007822,0.007822,0.007822
46,4895.66,1.50064,1.50685,2.3058,0.67161,0.66987,0.70675,0.53967,1.10451,1.11741,2.10546,0.0077725,0.0077725,0.0077725
47,5000.53,1.47493,1.47137,2.29288,0.58722,0.67459,0.69133,0.52895,1.13329,1.14509,2.10358,0.007723,0.007723,0.007723
48,5105.91,1.46906,1.45696,2.29531,0.62464,0.65845,0.68899,0.5314,1.10268,1.10111,2.10626,0.0076735,0.0076735,0.0076735
49,5211.37,1.4859,1.5012,2.29198,0.62327,0.69039,0.72218,0.55645,1.10606,1.09116,2.10749,0.007624,0.007624,0.007624
50,5316.77,1.47363,1.4602,2.28586,0.61062,0.72392,0.72083,0.55063,1.10539,1.1014,2.10782,0.0075745,0.0075745,0.0075745
51,5420.6,1.46314,1.46537,2.28177,0.64614,0.69086,0.72627,0.56338,1.10175,1.07915,2.10846,0.007525,0.007525,0.007525
52,5525.97,1.45687,1.44028,2.28162,0.66643,0.70402,0.7416,0.57358,1.12186,1.05203,2.1132,0.0074755,0.0074755,0.0074755
53,5631.34,1.47289,1.45464,2.29209,0.71348,0.66041,0.74041,0.57504,1.10126,1.08521,2.10314,0.007426,0.007426,0.007426
54,5736.68,1.46707,1.42777,2.2815,0.7486,0.65652,0.7479,0.58117,1.10041,1.05446,2.10326,0.0073765,0.0073765,0.0073765
55,5842.03,1.46022,1.44766,2.28349,0.74036,0.67495,0.74924,0.58474,1.08557,1.0533,2.09302,0.007327,0.007327,0.007327
56,5947.39,1.47053,1.42577,2.29149,0.70655,0.66503,0.72891,0.56879,1.08077,1.04443,2.08836,0.0072775,0.0072775,0.0072775
57,6053.33,1.45217,1.41692,2.27452,0.7356,0.67228,0.75672,0.58395,1.10584,1.04773,2.10701,0.007228,0.007228,0.007228
58,6159.1,1.44495,1.41616,2.27394,0.70298,0.72793,0.77508,0.61009,1.09562,1.01976,2.09472,0.0071785,0.0071785,0.0071785
59,6264.85,1.44739,1.40775,2.28207,0.66428,0.7336,0.75146,0.59585,1.06498,1.03617,2.07072,0.007129,0.007129,0.007129
60,6370.68,1.43788,1.39858,2.26734,0.66881,0.76091,0.7745,0.60879,1.08765,1.01562,2.07996,0.0070795,0.0070795,0.0070795
61,6476.45,1.45169,1.39463,2.27475,0.69174,0.70211,0.76967,0.60272,1.08103,1.02338,2.08046,0.00703,0.00703,0.00703
62,6582.2,1.43442,1.37177,2.26376,0.69445,0.73657,0.78013,0.61266,1.06318,1.01343,2.06607,0.0069805,0.0069805,0.0069805
63,6687.61,1.43421,1.34658,2.26713,0.70824,0.73585,0.77459,0.61077,1.07306,1.00835,2.07454,0.006931,0.006931,0.006931
64,6791.57,1.42098,1.36452,2.25441,0.6842,0.72997,0.78237,0.61921,1.06751,1.00506,2.07269,0.0068815,0.0068815,0.0068815
65,6896.91,1.44458,1.34617,2.2752,0.73071,0.71051,0.78789,0.61641,1.07545,0.99755,2.06733,0.006832,0.006832,0.006832
66,7001.63,1.42239,1.34976,2.25914,0.72262,0.75186,0.79364,0.62825,1.06412,0.97899,2.0756,0.0067825,0.0067825,0.0067825
67,7106.53,1.4049,1.35216,2.25814,0.7247,0.74632,0.79381,0.62972,1.05492,0.98166,2.06714,0.006733,0.006733,0.006733
68,7211.99,1.43233,1.34885,2.27422,0.76786,0.73895,0.8011,0.63016,1.06394,0.96674,2.0685,0.0066835,0.0066835,0.0066835
69,7317.32,1.41398,1.35004,2.24634,0.73843,0.74935,0.79828,0.62953,1.06473,0.9757,2.06875,0.006634,0.006634,0.006634
70,7421.79,1.41047,1.29607,2.25108,0.73125,0.75894,0.7974,0.62802,1.05981,0.96659,2.06508,0.0065845,0.0065845,0.0065845
71,7527.18,1.40651,1.33699,2.24098,0.72897,0.7661,0.80488,0.63425,1.05115,0.95571,2.06189,0.006535,0.006535,0.006535
72,7632.68,1.41568,1.30391,2.25544,0.69231,0.77568,0.80244,0.62781,1.05541,0.9562,2.05974,0.0064855,0.0064855,0.0064855
73,7737.76,1.41133,1.32419,2.25721,0.73344,0.77097,0.81121,0.63725,1.05734,0.94824,2.06236,0.006436,0.006436,0.006436
74,7843.05,1.39492,1.30513,2.23784,0.73375,0.75105,0.80756,0.63683,1.0539,0.95468,2.06274,0.0063865,0.0063865,0.0063865
75,7947.8,1.39093,1.295,2.24209,0.78331,0.71173,0.81883,0.6492,1.04444,0.93257,2.05603,0.006337,0.006337,0.006337
76,8052.58,1.39275,1.29861,2.23367,0.79062,0.72964,0.82018,0.64892,1.04829,0.93293,2.05566,0.0062875,0.0062875,0.0062875
77,8262.6,1.40181,1.30571,2.24564,0.77146,0.72653,0.81992,0.64521,1.04474,0.93457,2.05458,0.006238,0.006238,0.006238
78,8474.98,1.40589,1.27656,2.25583,0.78118,0.71074,0.81928,0.63959,1.03936,0.94055,2.05001,0.0061885,0.0061885,0.0061885
79,8693.28,1.39442,1.2725,2.25124,0.80369,0.71171,0.8253,0.65189,1.0423,0.93413,2.05241,0.006139,0.006139,0.006139
80,8884.63,1.3817,1.2343,2.22567,0.78876,0.74665,0.82737,0.65212,1.04382,0.9234,2.05183,0.0060895,0.0060895,0.0060895
81,9045.69,1.38145,1.26781,2.23474,0.78346,0.73041,0.81917,0.64685,1.04172,0.91998,2.05082,0.00604,0.00604,0.00604
82,9205.59,1.3941,1.24678,2.24233,0.777,0.74479,0.82279,0.65114,1.0445,0.92522,2.05402,0.0059905,0.0059905,0.0059905
83,9381.63,1.37929,1.2506,2.23529,0.75709,0.74522,0.82635,0.65514,1.04683,0.918,2.05482,0.005941,0.005941,0.005941
84,9548.6,1.36538,1.23162,2.2305,0.75386,0.74569,0.83186,0.66056,1.0421,0.90837,2.05099,0.0058915,0.0058915,0.0058915
85,9709.88,1.38193,1.24575,2.24003,0.7738,0.76003,0.83039,0.6573,1.04008,0.91389,2.05174,0.005842,0.005842,0.005842
86,9870.14,1.39664,1.24478,2.2471,0.74619,0.77622,0.8288,0.65749,1.04038,0.911,2.05107,0.0057925,0.0057925,0.0057925
87,10052,1.37195,1.22784,2.24265,0.73876,0.8157,0.8357,0.66292,1.03632,0.92119,2.05285,0.005743,0.005743,0.005743
88,10212.9,1.37371,1.23208,2.23659,0.75705,0.78192,0.83706,0.66278,1.03673,0.9238,2.05595,0.0056935,0.0056935,0.0056935
89,10372.3,1.36414,1.21517,2.22323,0.74656,0.80344,0.83717,0.66602,1.03258,0.92187,2.0535,0.005644,0.005644,0.005644
90,10554.2,1.3834,1.22304,2.24075,0.75657,0.79298,0.83819,0.66718,1.03674,0.91435,2.05643,0.0055945,0.0055945,0.0055945
91,10716.1,1.36381,1.2031,2.23242,0.75915,0.79555,0.83436,0.66427,1.03574,0.92075,2.05724,0.005545,0.005545,0.005545
92,10877.5,1.36224,1.20004,2.22569,0.77518,0.75257,0.83506,0.66426,1.04079,0.91064,2.06204,0.0054955,0.0054955,0.0054955
93,11042.5,1.34797,1.20396,2.21816,0.76392,0.77168,0.83494,0.66314,1.03724,0.90791,2.05897,0.005446,0.005446,0.005446
94,11219.2,1.36045,1.20074,2.22907,0.81488,0.7272,0.8382,0.66728,1.03311,0.90561,2.05442,0.0053965,0.0053965,0.0053965
95,11380.2,1.35724,1.16924,2.225,0.83672,0.72853,0.84137,0.67298,1.03074,0.90308,2.05386,0.005347,0.005347,0.005347
96,11539.1,1.34821,1.16714,2.21482,0.79615,0.75576,0.8411,0.67154,1.03127,0.89821,2.05196,0.0052975,0.0052975,0.0052975
97,11722.2,1.34032,1.14532,2.21577,0.78254,0.77743,0.84208,0.67045,1.03279,0.8996,2.05332,0.005248,0.005248,0.005248
98,11883.2,1.3356,1.16775,2.20723,0.78697,0.77103,0.84253,0.67028,1.03357,0.89985,2.05433,0.0051985,0.0051985,0.0051985
99,12044.5,1.33697,1.15626,2.21051,0.83497,0.72449,0.84037,0.67087,1.03735,0.9007,2.05639,0.005149,0.005149,0.005149
100,12214.2,1.33993,1.17064,2.21517,0.78299,0.76967,0.83658,0.66773,1.03688,0.90418,2.05528,0.0050995,0.0050995,0.0050995
101,12385.6,1.3186,1.14552,2.19855,0.7782,0.78259,0.84289,0.67302,1.03427,0.90124,2.05013,0.00505,0.00505,0.00505
102,12546.6,1.33954,1.15417,2.21513,0.77328,0.79828,0.84357,0.67526,1.03174,0.90294,2.05089,0.0050005,0.0050005,0.0050005
103,12704.7,1.33694,1.151,2.21325,0.81856,0.74733,0.84556,0.67579,1.03248,0.90413,2.0501,0.004951,0.004951,0.004951
104,12887.7,1.33662,1.12126,2.20897,0.76033,0.81393,0.84609,0.67686,1.03175,0.90328,2.05033,0.0049015,0.0049015,0.0049015
105,13048.9,1.32912,1.1409,2.20381,0.74993,0.82283,0.84656,0.6761,1.03372,0.89811,2.05149,0.004852,0.004852,0.004852
106,13208.5,1.32702,1.13174,2.20602,0.75346,0.8202,0.84653,0.67398,1.03384,0.90027,2.05274,0.0048025,0.0048025,0.0048025
107,13385.1,1.31545,1.11641,2.19893,0.75991,0.80544,0.84614,0.67473,1.02984,0.90309,2.05193,0.004753,0.004753,0.004753
108,13550.9,1.31737,1.13266,2.20804,0.78043,0.80056,0.84779,0.67618,1.02833,0.90336,2.05263,0.0047035,0.0047035,0.0047035
109,13711.7,1.31253,1.10666,2.19864,0.77645,0.79832,0.84803,0.67819,1.02942,0.89455,2.05304,0.004654,0.004654,0.004654
110,13873.5,1.30996,1.10989,2.19328,0.78319,0.7899,0.84737,0.6781,1.03005,0.88704,2.05394,0.0046045,0.0046045,0.0046045
111,14053.8,1.31132,1.10351,2.19936,0.75878,0.80331,0.84715,0.67902,1.03043,0.88729,2.05373,0.004555,0.004555,0.004555
112,14214.6,1.31651,1.10341,2.19833,0.7636,0.80311,0.84805,0.67962,1.03078,0.88639,2.0545,0.0045055,0.0045055,0.0045055
113,14373.8,1.30162,1.08558,2.18911,0.78522,0.80511,0.84978,0.68142,1.03,0.88359,2.05388,0.004456,0.004456,0.004456
114,14556.5,1.31682,1.06968,2.19602,0.78075,0.80777,0.84798,0.67989,1.03057,0.8843,2.05421,0.0044065,0.0044065,0.0044065
115,14716.7,1.31178,1.07,2.19468,0.77973,0.80863,0.8436,0.67561,1.0301,0.88456,2.05404,0.004357,0.004357,0.004357
116,14877.4,1.30646,1.09782,2.19961,0.77916,0.80431,0.84608,0.6771,1.03053,0.88115,2.05478,0.0043075,0.0043075,0.0043075
117,15044.7,1.29436,1.08671,2.18851,0.77607,0.79597,0.84848,0.67773,1.03163,0.87828,2.05572,0.004258,0.004258,0.004258
118,15219.2,1.31307,1.07034,2.19787,0.78419,0.79747,0.85033,0.6792,1.02999,0.88075,2.05395,0.0042085,0.0042085,0.0042085
119,15380.1,1.29991,1.06761,2.19662,0.75524,0.82588,0.85065,0.67861,1.03089,0.88081,2.05456,0.004159,0.004159,0.004159
120,15538.6,1.29567,1.06893,2.19206,0.79401,0.77671,0.85001,0.67847,1.03062,0.88083,2.05373,0.0041095,0.0041095,0.0041095
121,15721.3,1.28879,1.04476,2.17568,0.81615,0.75584,0.84926,0.67895,1.02965,0.88007,2.05419,0.00406,0.00406,0.00406
122,15882.1,1.28253,1.06245,2.18209,0.82015,0.76066,0.8495,0.68063,1.02908,0.87823,2.0543,0.0040105,0.0040105,0.0040105
123,16042.6,1.30382,1.05667,2.18704,0.82245,0.75901,0.849,0.6781,1.02716,0.87819,2.05209,0.003961,0.003961,0.003961
124,16215.7,1.28712,1.03199,2.18578,0.77639,0.80969,0.85071,0.68011,1.02597,0.8767,2.05118,0.0039115,0.0039115,0.0039115
125,16384.7,1.27679,1.02725,2.18402,0.77858,0.81047,0.84872,0.67936,1.02467,0.87875,2.05091,0.003862,0.003862,0.003862
126,16545.7,1.29483,1.04591,2.18779,0.77465,0.80694,0.84895,0.68085,1.02448,0.87611,2.0507,0.0038125,0.0038125,0.0038125
127,16704,1.28511,1.01609,2.18285,0.77582,0.81121,0.84695,0.67894,1.02465,0.87872,2.05142,0.003763,0.003763,0.003763
128,16886.6,1.26573,1.02152,2.17667,0.77776,0.80814,0.84825,0.68119,1.02556,0.87473,2.05244,0.0037135,0.0037135,0.0037135
129,17047.4,1.27182,1.00997,2.17433,0.77746,0.79828,0.84795,0.68049,1.02503,0.87285,2.05268,0.003664,0.003664,0.003664
130,17206.2,1.26805,1.01618,2.17761,0.82123,0.76471,0.85108,0.68508,1.02624,0.87302,2.05366,0.0036145,0.0036145,0.0036145
131,17386.1,1.25896,0.98662,2.16048,0.82267,0.76477,0.85206,0.6858,1.02728,0.87118,2.05606,0.003565,0.003565,0.003565
132,17548.1,1.2648,0.99634,2.17454,0.81728,0.77161,0.85188,0.68694,1.02664,0.86975,2.05602,0.0035155,0.0035155,0.0035155
133,17708.3,1.27148,0.99946,2.16422,0.789,0.79416,0.85065,0.68591,1.02627,0.86965,2.05572,0.003466,0.003466,0.003466
134,17873.8,1.27634,1.00438,2.17647,0.81017,0.7775,0.85065,0.68475,1.02572,0.8691,2.05555,0.0034165,0.0034165,0.0034165
135,18049.7,1.25952,0.98619,2.16638,0.79582,0.799,0.8514,0.68534,1.0258,0.86688,2.05598,0.003367,0.003367,0.003367
136,18210.1,1.26908,0.98427,2.17819,0.78998,0.80333,0.85145,0.6846,1.02571,0.86588,2.05616,0.0033175,0.0033175,0.0033175
137,18369,1.25452,0.97285,2.16348,0.78871,0.80255,0.84942,0.68451,1.02569,0.86455,2.05614,0.003268,0.003268,0.003268
138,18551.7,1.24545,0.95999,2.15503,0.79003,0.79956,0.84989,0.68623,1.02545,0.86381,2.05594,0.0032185,0.0032185,0.0032185
139,18712.3,1.25022,0.97784,2.16804,0.79651,0.79665,0.85014,0.68633,1.02548,0.86412,2.05572,0.003169,0.003169,0.003169
140,18872,1.26115,0.98448,2.16856,0.79534,0.79722,0.84758,0.68435,1.02547,0.86576,2.05578,0.0031195,0.0031195,0.0031195
141,19044.2,1.24872,0.95501,2.1619,0.81573,0.77143,0.84754,0.68436,1.02587,0.86449,2.05657,0.00307,0.00307,0.00307
142,19214.4,1.23778,0.95234,2.16075,0.80851,0.78226,0.84784,0.68522,1.02529,0.8668,2.05578,0.0030205,0.0030205,0.0030205
143,19374.1,1.24334,0.93954,2.15936,0.77929,0.79814,0.84763,0.68544,1.02581,0.86644,2.05629,0.002971,0.002971,0.002971
144,19533.8,1.23941,0.94205,2.15257,0.772,0.82005,0.85078,0.6872,1.02588,0.86685,2.05652,0.0029215,0.0029215,0.0029215
145,19716.1,1.23562,0.95057,2.15573,0.77119,0.82015,0.85169,0.68778,1.0264,0.86643,2.05702,0.002872,0.002872,0.002872
146,19876.5,1.22953,0.92863,2.1568,0.77866,0.82209,0.85248,0.68769,1.02681,0.86449,2.05756,0.0028225,0.0028225,0.0028225
147,20035.2,1.23789,0.93151,2.1617,0.77723,0.82363,0.8529,0.68825,1.02752,0.86389,2.05809,0.002773,0.002773,0.002773
148,20214.3,1.23531,0.93273,2.15435,0.79974,0.79399,0.85203,0.68747,1.02759,0.86339,2.0587,0.0027235,0.0027235,0.0027235
149,20377.4,1.24527,0.93367,2.16152,0.80345,0.7909,0.85241,0.68841,1.02814,0.86198,2.05927,0.002674,0.002674,0.002674
150,20537.9,1.23652,0.9184,2.15205,0.80836,0.7923,0.85399,0.68902,1.02796,0.86094,2.05941,0.0026245,0.0026245,0.0026245
151,20703.1,1.22561,0.92374,2.1549,0.79042,0.80529,0.85418,0.68937,1.02762,0.86031,2.0594,0.002575,0.002575,0.002575
152,20880.6,1.21927,0.90153,2.14798,0.80598,0.79238,0.85312,0.6879,1.02729,0.86133,2.05909,0.0025255,0.0025255,0.0025255
153,21040.7,1.22095,0.91887,2.15336,0.80463,0.7889,0.85364,0.6895,1.02686,0.86165,2.05861,0.002476,0.002476,0.002476
154,21200,1.21192,0.89233,2.13899,0.7822,0.80658,0.85281,0.68965,1.02667,0.85998,2.05872,0.0024265,0.0024265,0.0024265
155,21382.8,1.23814,0.91768,2.16317,0.81598,0.78125,0.85385,0.69077,1.02623,0.86027,2.05809,0.002377,0.002377,0.002377
156,21542.7,1.20022,0.88899,2.14044,0.80782,0.78444,0.85446,0.69122,1.02656,0.85971,2.0586,0.0023275,0.0023275,0.0023275
157,21702.3,1.20779,0.90051,2.13999,0.80248,0.79196,0.8536,0.68996,1.02621,0.86108,2.05873,0.002278,0.002278,0.002278
158,21873.5,1.20951,0.8809,2.14291,0.79931,0.80041,0.85411,0.69022,1.02664,0.86085,2.05895,0.0022285,0.0022285,0.0022285
159,22044.9,1.21133,0.89099,2.13273,0.8007,0.80093,0.85498,0.69107,1.02688,0.85963,2.05895,0.002179,0.002179,0.002179
160,22205.1,1.19637,0.88801,2.13156,0.7964,0.79714,0.8538,0.69119,1.02617,0.86117,2.05844,0.0021295,0.0021295,0.0021295
161,22364.2,1.20042,0.86467,2.13321,0.77491,0.81613,0.85451,0.6918,1.02642,0.86128,2.0586,0.00208,0.00208,0.00208
162,22547.1,1.19286,0.85846,2.13578,0.77436,0.81454,0.85536,0.691,1.0264,0.85942,2.05831,0.0020305,0.0020305,0.0020305
163,22707.4,1.17555,0.84984,2.12344,0.76797,0.83113,0.85569,0.69111,1.02779,0.85911,2.05925,0.001981,0.001981,0.001981
164,22867.3,1.18703,0.85493,2.12355,0.77198,0.82625,0.85618,0.6918,1.02784,0.85735,2.05921,0.0019315,0.0019315,0.0019315
165,23043.9,1.18343,0.83424,2.12275,0.77427,0.82629,0.85651,0.69112,1.02779,0.85731,2.0587,0.001882,0.001882,0.001882
166,23209.6,1.1747,0.84291,2.12412,0.773,0.82539,0.85714,0.69181,1.02763,0.85537,2.05845,0.0018325,0.0018325,0.0018325
167,23370.8,1.18699,0.84925,2.12833,0.76841,0.8318,0.85678,0.69389,1.02729,0.85725,2.05811,0.001783,0.001783,0.001783
168,23532.4,1.17826,0.82788,2.12845,0.76882,0.83271,0.85745,0.69333,1.02795,0.85658,2.05869,0.0017335,0.0017335,0.0017335
169,23713.5,1.18236,0.82896,2.12908,0.76833,0.83024,0.85684,0.69275,1.02774,0.85958,2.05877,0.001684,0.001684,0.001684
170,23874,1.17219,0.8198,2.1275,0.77276,0.83424,0.85765,0.69427,1.0276,0.85875,2.05866,0.0016345,0.0016345,0.0016345
171,24033.1,1.16949,0.81636,2.11882,0.77543,0.83461,0.85793,0.69328,1.02842,0.85649,2.06006,0.001585,0.001585,0.001585
172,24214.6,1.16465,0.83002,2.12013,0.77765,0.83438,0.85923,0.69466,1.02826,0.85564,2.06,0.0015355,0.0015355,0.0015355
173,24376.1,1.16255,0.81012,2.11359,0.779,0.83251,0.8591,0.69487,1.0291,0.85494,2.06087,0.001486,0.001486,0.001486
174,24536.5,1.17332,0.81086,2.1216,0.77834,0.83176,0.85825,0.69383,1.02931,0.85414,2.06086,0.0014365,0.0014365,0.0014365
175,24703,1.17675,0.82099,2.12258,0.77803,0.8319,0.85825,0.6944,1.02921,0.85362,2.06073,0.001387,0.001387,0.001387
176,24878.8,1.16807,0.80292,2.12343,0.7744,0.83049,0.85681,0.6933,1.02968,0.85649,2.06065,0.0013375,0.0013375,0.0013375
177,25038.9,1.16013,0.80776,2.11487,0.76838,0.83205,0.85677,0.69339,1.03044,0.85624,2.06129,0.001288,0.001288,0.001288
178,25198.5,1.15428,0.80374,2.12527,0.763,0.83249,0.85609,0.69233,1.03047,0.85638,2.06128,0.0012385,0.0012385,0.0012385
179,25380.8,1.15342,0.79675,2.11067,0.76656,0.83546,0.85513,0.69133,1.03049,0.85641,2.06151,0.001189,0.001189,0.001189
180,25541.5,1.14653,0.80198,2.10688,0.76553,0.83705,0.85593,0.69266,1.03163,0.85625,2.0622,0.0011395,0.0011395,0.0011395
181,25702.1,1.15542,0.78546,2.11471,0.76773,0.83583,0.85629,0.69311,1.03164,0.85748,2.06246,0.00109,0.00109,0.00109
182,25873.9,1.15098,0.7739,2.11122,0.77133,0.83813,0.85791,0.69491,1.03161,0.85578,2.06246,0.0010405,0.0010405,0.0010405
183,26044.4,1.13973,0.77562,2.10628,0.76987,0.83533,0.8571,0.69432,1.03138,0.85669,2.06198,0.000991,0.000991,0.000991
184,26205.7,1.12688,0.77541,2.09489,0.7697,0.83533,0.85734,0.69471,1.03174,0.85823,2.06203,0.0009415,0.0009415,0.0009415
185,26365.4,1.13761,0.76778,2.09812,0.77262,0.83286,0.8581,0.69531,1.03192,0.85746,2.062,0.000892,0.000892,0.000892
186,26547.6,1.11877,0.75756,2.09794,0.7703,0.83649,0.85799,0.69485,1.03271,0.85675,2.06241,0.0008425,0.0008425,0.0008425
187,26708.6,1.13718,0.76743,2.09857,0.77528,0.82152,0.8583,0.69499,1.0327,0.85762,2.06252,0.000793,0.000793,0.000793
